file, metric 
hippocampus_162, 0.8175135456038245 
hippocampus_393, 0.771790117118502 
hippocampus_282, 0.6983414775906849 
hippocampus_138, 0.8221287288085952 
hippocampus_163, 0.7431188090493341 
hippocampus_097, 0.8242406537150626 
hippocampus_001, 0.775221767003832 
hippocampus_020, 0.7792190603444895 
hippocampus_244, 0.6805235562485764 
hippocampus_156, 0.7432796723813945 
hippocampus_046, 0.7725288424595164 
hippocampus_356, 0.7712380241817482 
hippocampus_132, 0.8222330838160439 
hippocampus_104, 0.7878973285923514 
hippocampus_125, 0.6041539826078088 
hippocampus_370, 0.7694012396117662 
hippocampus_098, 0.7927843068149882 
hippocampus_297, 0.700221705932992 
hippocampus_019, 0.7686258209495377 
hippocampus_108, 0.7149724357956438 
hippocampus_166, 0.7922032423937921 
hippocampus_372, 0.7495604428615117 
hippocampus_077, 0.6795564099083279 
hippocampus_238, 0.765518804595561 
hippocampus_133, 0.8082853170107305 
hippocampus_123, 0.7826135343763057 
hippocampus_385, 0.7516766868469047 
hippocampus_105, 0.7871365969207966 
hippocampus_361, 0.7060761814274001 
hippocampus_268, 0.6956232348729889 
hippocampus_233, 0.7646675962993503 
hippocampus_303, 0.7817364129359876 
hippocampus_136, 0.8132203844337327 
hippocampus_193, 0.7716530048489938 
hippocampus_188, 0.7454897885748426 
hippocampus_276, 0.7745618286410239 
hippocampus_026, 0.7828515538751637 
hippocampus_325, 0.667827505671537 
hippocampus_378, 0.7404854316142224 
hippocampus_141, 0.8034616071215369 
hippocampus_048, 0.6504881869711989 
hippocampus_053, 0.8186360264380244 
hippocampus_060, 0.5000311362153882 
hippocampus_381, 0.8049319786239234 
hippocampus_227, 0.7796524933630542 
hippocampus_195, 0.43280418212097194 
hippocampus_068, 0.7910334973917517 
hippocampus_274, 0.7445693061006324 
hippocampus_084, 0.763573971594979 
hippocampus_302, 0.7256859220057662 
hippocampus_295, 0.771626423347695 
hippocampus_203, 0.8096068037920121 
hippocampus_106, 0.7052037847911137 
hippocampus_176, 0.7535214603741904 
hippocampus_107, 0.7582821648766531 
hippocampus_064, 0.8146374154208293 
hippocampus_175, 0.7755645751168417 
hippocampus_038, 0.6746428510372766 
hippocampus_169, 0.8161633654929861 
hippocampus_326, 0.6545457970161325 
hippocampus_023, 0.7467821752657897 
hippocampus_050, 0.6824213482568173 
hippocampus_226, 0.6913455815527987 
hippocampus_288, 0.7180209180967978 
hippocampus_289, 0.7051447971500968 
hippocampus_090, 0.7705941675034089 
hippocampus_355, 0.7540307951846904 
hippocampus_353, 0.7032293995185805 
hippocampus_074, 0.7917028600712809 
hippocampus_222, 0.16838217132092959 
hippocampus_250, 0.7586005063839353 
hippocampus_338, 0.7718096291821186 
hippocampus_155, 0.7925579070454372 
hippocampus_070, 0.30972010251068705 
hippocampus_094, 0.7904395977893168 
hippocampus_374, 0.8126884074947864 
hippocampus_251, 0.45278855523165285 
hippocampus_205, 0.7286858738430915 
hippocampus_024, 0.6848904434524641 
hippocampus_101, 0.8146980434246878 
hippocampus_036, 0.7881618829911806 
hippocampus_366, 0.7923435701360582 
hippocampus_199, 0.4839292174706642 
hippocampus_044, 0.8343888922908975 
hippocampus_333, 0.4860712584995854 
hippocampus_067, 0.8167869494374425 
hippocampus_265, 0.7276781686613762 
hippocampus_311, 0.7606351378554845 
hippocampus_181, 0.8182964303844549 
hippocampus_184, 0.8132085982848921 
hippocampus_178, 0.796490728984525 
hippocampus_216, 0.7744643080180971 
hippocampus_261, 0.6422510176300352 
hippocampus_234, 0.7823059009948621 
hippocampus_260, 0.728305064970814 
hippocampus_212, 0.7739788862638126 
hippocampus_033, 0.7823624062837994 
hippocampus_243, 0.5422639716238914 
hippocampus_336, 0.6420313558546182 
hippocampus_298, 0.6798831019890899 
hippocampus_299, 0.7064967582837658 
hippocampus_087, 0.705965576889255 
hippocampus_011, 0.760501315968242 
hippocampus_386, 0.8097763308401424 
hippocampus_383, 0.7585756558496746 
hippocampus_242, 0.7480168410528258 
hippocampus_014, 0.7709678878100523 
hippocampus_230, 0.8257258059454746 
hippocampus_309, 0.7179499063947714 
hippocampus_229, 0.8162524521102911 
