,sample-set,u-kj,sigma-kj,SEM-kj,w-kj,A-kj,B-kj,u-kj-star,SEM-kj-star,w-kj-star,A-kj-star,B-kj-star
0,10,74.431,10.217694896599722,3.2311,12.665912,68.098,80.764,74.4566706,3.2140510513414333,11.990000000000009,67.44,79.43
1,10,76.73,4.867430533659418,1.5392,6.033664,73.7131,79.7469,76.73356466666667,1.541199529095727,5.640000000000001,73.32,78.96
2,10,71.435,9.203076931113854,2.9103,11.408375999999999,65.7309,77.1391,71.43313680000001,2.9090604604612627,11.030000000000001,64.97,76.0
3,10,74.23899999999999,3.8718198563466255,1.2244,4.7996479999999995,71.8392,76.6388,74.23517166666666,1.2280856996957596,4.800000000000011,71.74,76.54
4,10,65.87199999999999,19.651005470458756,6.2142,24.359664,53.6922,78.0518,65.85583679999999,6.250303631507226,24.509999999999998,52.18,76.69
5,10,75.43699999999998,9.9791573291536,3.1557,12.370344,69.2519,81.6221,75.45631393333332,3.158550143580521,11.799999999999997,68.47,80.27
6,10,75.13499999999999,4.552441652564041,1.4396,5.643232,72.3134,77.9566,75.12187639999999,1.4367909637532674,5.579999999999998,72.27,77.85
7,10,77.206,4.804338039730345,1.5193,5.955656,74.2282,80.1838,77.19532340000002,1.5109360559200076,5.909999999999997,74.11,80.02
8,10,68.977,14.77013815101267,4.6707,18.309144,59.8224,78.1316,69.03743879999999,4.6337020705250245,17.64,59.11,76.75
9,10,73.789,2.936359821275317,0.9286,3.640112,71.969,75.609,73.80717933333332,0.9262777527859684,3.6099999999999994,71.99,75.6
10,10,73.13,9.356638285196238,2.9588,11.598496,67.3307,78.9293,73.16709120000002,2.965281955219306,11.38000000000001,66.71,78.09
11,10,71.536,9.784325423860349,3.0941,12.128872,65.4716,77.6004,71.51010366666667,3.1116899099128146,11.990000000000009,64.71,76.7
12,10,70.489,13.781249907029478,4.358,17.08336,61.9473,79.0307,70.47523606666667,4.354510067421193,16.130000000000003,60.79,76.92
13,10,72.436,7.385002640487004,2.3353,9.154376000000001,67.8587,77.0133,72.43370673333334,2.3405142846949953,8.989999999999995,67.45,76.44
14,10,76.724,3.390472533438373,1.0722,4.203024,74.6226,78.8254,76.72714213333334,1.0612008605025964,4.170000000000002,74.53,78.7
15,10,73.995,4.87929554341608,1.543,6.048559999999999,70.9708,77.0192,73.9934832,1.5308464385815328,5.989999999999995,70.95,76.94
16,10,65.602,21.242326049658498,6.7174,26.332207999999998,52.4359,78.7681,65.56652919999999,6.709102494041014,26.160000000000004,51.07,77.23
17,10,76.414,4.46247061614976,1.4112,5.531904,73.6481,79.1799,76.42566413333334,1.403836188826977,5.5,73.53,79.03
18,10,74.987,4.8073964887452325,1.5202,5.959184,72.0073,77.9667,74.97694106666665,1.5267236464600253,5.969999999999999,71.81,77.78
19,10,78.60600000000001,3.6109256431003938,1.1419,4.476248,76.3679,80.8441,78.58818913333332,1.1448903233768362,4.409999999999997,76.26,80.67
20,10,78.864,3.130856751753424,0.9901,3.881192,76.9235,80.8045,78.87040060000001,0.9834066989058867,3.799999999999997,76.81,80.61
21,10,77.076,4.192603487094864,1.3258,5.197136,74.4774,79.6746,77.07561706666667,1.3247981521331467,5.1699999999999875,74.43,79.6
22,10,77.178,4.495837630520036,1.4217,5.573064,74.3915,79.9645,77.15175939999999,1.4240782788567639,5.570000000000007,74.33,79.9
23,10,75.69399999999999,5.699158183451307,1.8022,7.064624,72.1616,79.2264,75.65836693333333,1.8006355028970369,7.0,71.97,78.97
24,10,69.13000000000001,14.136176993798571,4.4703,17.523576,60.3683,77.8917,69.11473699999999,4.4941376360726135,17.200000000000003,59.95,77.15
25,10,73.66499999999999,9.37468959486126,2.9645,11.620840000000001,67.8545,79.4755,73.67770333333333,2.9576756069796137,11.069999999999993,67.15,78.22
26,10,72.39899999999999,18.36146314976015,5.8064,22.761088,61.0184,83.7796,72.45640413333332,5.767476572922475,20.54,59.65,80.19
27,10,78.32000000000001,4.168659256883442,1.3182,5.167344,75.7362,80.9038,78.32535346666667,1.3115365910239218,5.1299999999999955,75.69,80.82
28,10,72.913,9.048429753277638,2.8614,11.216688000000001,67.3047,78.5213,72.9264216,2.8541723376115145,10.899999999999991,66.92,77.82
29,10,72.255,8.11435055934854,2.566,10.05872,67.2257,77.2843,72.27894653333334,2.57293480649523,9.950000000000003,66.94,76.89
30,10,74.409,5.297749427823102,1.6753,6.567176,71.1254,77.6926,74.39686266666666,1.6802234427022562,6.489999999999995,70.97,77.46
31,10,68.60600000000001,17.200393135042003,5.4392,21.321664,57.9451,79.2669,68.66644053333333,5.438690973478549,19.78,56.55,76.33
32,10,76.983,4.835818544982844,1.5292,5.994464,73.9857,79.9803,76.98672373333335,1.5302024506395866,5.960000000000008,73.88,79.84
33,10,71.75,10.30891555887427,3.26,12.7792,65.3605,78.1395,71.74433306666668,3.2498488640345404,12.47999999999999,64.84,77.32
34,10,75.75,10.366251009887808,3.2781,12.850152,69.3249,82.1751,75.78402033333333,3.234941019501472,11.320000000000007,68.6,79.92
35,10,73.777,8.473465701824725,2.6795,10.503639999999999,68.5251,79.0289,73.81617646666668,2.6726978599895745,10.439999999999998,68.08,78.52
36,10,67.02499999999999,21.44791330176435,6.7824,26.587008,53.7314,80.3186,67.05935840000001,6.766419042463754,25.939999999999998,52.39,78.33
37,10,77.85800000000002,3.9391288377000313,1.2457,4.883144,75.4165,80.2995,77.86663239999999,1.2517139821075642,4.859999999999999,75.27,80.13
